file_id,image_id,video_id,cam_trap,species,num_animal,year,month,day,hour,minute,second,file_path,file_name,file_type,data_type,species_new,num_animal_new,file_path_new,file_name_new,species_binary,genus,family,order,class,split1,split2,split3,split4,split5,split6,split7,split8,split9,split10
0190,0033,,SSAMLD2_2,Bird,01,2019,01,31,09,05,09,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0033_SSAMLD2_2_Aves_01_2019_01_31_09_05_09.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
0191,0034,,SSAMLD2_2,Bird,01,2019,01,31,09,05,11,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0034_SSAMLD2_2_Aves_01_2019_01_31_09_05_11.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
0192,0035,,SSAMLD2_2,Bird,01,2019,01,31,09,05,14,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0035_SSAMLD2_2_Aves_01_2019_01_31_09_05_14.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,val,test,train,train,train
0193,0036,,SSAMLD2_2,Bird,01,2019,02,07,18,14,47,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0036_SSAMLD2_2_Aves_01_2019_02_07_18_14_47.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
0194,0037,,SSAMLD2_2,Bird,01,2019,03,15,09,36,38,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0037_SSAMLD2_2_Aves_01_2019_03_15_09_36_38.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
0195,0038,,SSAMLD2_2,Bird,01,2019,03,15,09,36,48,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0038_SSAMLD2_2_Aves_01_2019_03_15_09_36_48.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
0196,0039,,SSAMLD2_2,Bird,01,2019,03,24,12,09,46,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0039_SSAMLD2_2_Aves_01_2019_03_24_12_09_46.txt,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
0197,0040,,SSAMLD2_2,Bird,01,2019,03,24,12,09,58,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0040_SSAMLD2_2_Aves_01_2019_03_24_12_09_58.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
0198,0041,,SSAMLD2_2,Bird,01,2019,03,24,12,09,59,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0041_SSAMLD2_2_Aves_01_2019_03_24_12_09_59.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,val,test,train
0199,0042,,SSAMLD2_2,Bird,01,2019,03,24,12,10,18,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0042_SSAMLD2_2_Aves_01_2019_03_24_12_10_18.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,val,test,train
0200,0043,,SSAMLD2_2,Bird,01,2019,03,24,12,12,13,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/test,test_0043_SSAMLD2_2_Aves_01_2019_03_24_12_12_13.txt,Animal,Aves,Aves,Aves,Aves,test,train,train,train,train,train,train,train,train,val
0201,0044,,SSAMLD2_2,Bird,01,2019,03,24,12,12,41,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0044_SSAMLD2_2_Aves_01_2019_03_24_12_12_41.txt,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
0202,0045,,SSAMLD2_2,Bird,01,2019,03,24,12,14,02,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0045_SSAMLD2_2_Aves_01_2019_03_24_12_14_02.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,val,test,train,train,train,train
0203,0046,,SSAMLD2_2,Bird,01,2019,03,24,12,14,05,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/test,test_0046_SSAMLD2_2_Aves_01_2019_03_24_12_14_05.txt,Animal,Aves,Aves,Aves,Aves,test,train,train,train,train,train,train,train,train,val
0204,0047,,SSAMLD2_2,Bird,01,2019,03,24,12,15,21,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0047_SSAMLD2_2_Aves_01_2019_03_24_12_15_21.txt,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
0205,0048,,SSAMLD2_2,Bird,01,2019,03,24,12,15,53,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0048_SSAMLD2_2_Aves_01_2019_03_24_12_15_53.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
0206,0049,,SSAMLD2_2,Bird,01,2019,03,24,12,17,05,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/val,val_0049_SSAMLD2_2_Aves_01_2019_03_24_12_17_05.txt,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
0207,0050,,SSAMLD2_2,Bird,01,2019,03,24,12,17,07,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/test,test_0050_SSAMLD2_2_Aves_01_2019_03_24_12_17_07.txt,Animal,Aves,Aves,Aves,Aves,test,train,train,train,train,train,train,train,train,val
0208,0051,,SSAMLD2_2,Bird,01,2019,03,24,12,17,10,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0051_SSAMLD2_2_Aves_01_2019_03_24_12_17_10.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,val,test,train,train,train,train
0209,0052,,SSAMLD2_2,Bird,01,2019,03,24,12,17,14,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0052_SSAMLD2_2_Aves_01_2019_03_24_12_17_14.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
0210,0053,,SSAMLD2_2,Bird,01,2019,03,24,12,17,16,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0053_SSAMLD2_2_Aves_01_2019_03_24_12_17_16.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
0211,0054,,SSAMLD2_2,Bird,01,2019,03,24,12,17,22,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0054_SSAMLD2_2_Aves_01_2019_03_24_12_17_22.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,val,test,train
0212,0055,,SSAMLD2_2,Bird,01,2019,03,24,12,17,26,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0055_SSAMLD2_2_Aves_01_2019_03_24_12_17_26.txt,Animal,Aves,Aves,Aves,Aves,train,train,val,test,train,train,train,train,train,train
0213,0056,,SSAMLD2_2,Bird,01,2019,03,24,12,17,27,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0056_SSAMLD2_2_Aves_01_2019_03_24_12_17_27.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,val,test,train,train,train
0214,0057,,SSAMLD2_2,Bird,01,2019,03,24,12,19,13,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0057_SSAMLD2_2_Aves_01_2019_03_24_12_19_13.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,val,test,train,train,train,train
0215,0058,,SSAMLD2_2,Bird,01,2019,03,24,12,19,27,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0058_SSAMLD2_2_Aves_01_2019_03_24_12_19_27.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,val,test,train,train
0216,0059,,SSAMLD2_2,Bird,01,2019,03,24,12,19,31,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/val,val_0059_SSAMLD2_2_Aves_01_2019_03_24_12_19_31.txt,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
0217,0060,,SSAMLD2_2,Bird,01,2019,03,24,12,19,41,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/val,val_0060_SSAMLD2_2_Aves_01_2019_03_24_12_19_41.txt,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
0218,0061,,SSAMLD2_2,Bird,01,2019,03,24,12,20,22,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0061_SSAMLD2_2_Aves_01_2019_03_24_12_20_22.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
0219,0062,,SSAMLD2_2,Bird,01,2019,03,24,12,20,27,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0062_SSAMLD2_2_Aves_01_2019_03_24_12_20_27.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,val,test,train,train
0220,0063,,SSAMLD2_2,Bird,01,2019,03,24,12,21,02,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0063_SSAMLD2_2_Aves_01_2019_03_24_12_21_02.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,val,test,train,train,train,train
0221,0064,,SSAMLD2_2,Bird,01,2019,03,25,08,54,38,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0064_SSAMLD2_2_Aves_01_2019_03_25_08_54_38.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
0222,0065,,SSAMLD2_2,Bird,01,2019,03,25,08,55,03,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/val,val_0065_SSAMLD2_2_Aves_01_2019_03_25_08_55_03.txt,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
0223,0066,,SSAMLD2_2,Bird,01,2019,03,25,08,55,22,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0066_SSAMLD2_2_Aves_01_2019_03_25_08_55_22.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,val,test,train,train,train,train
0224,0067,,SSAMLD2_2,Bird,01,2019,03,25,09,00,11,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0067_SSAMLD2_2_Aves_01_2019_03_25_09_00_11.txt,Animal,Aves,Aves,Aves,Aves,train,train,val,test,train,train,train,train,train,train
0225,0068,,SSAMLD2_2,Bird,01,2019,03,25,09,02,46,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0068_SSAMLD2_2_Aves_01_2019_03_25_09_02_46.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,val,test,train,train
0226,0069,,SSAMLD2_2,Bird,01,2019,04,03,10,45,48,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0069_SSAMLD2_2_Aves_01_2019_04_03_10_45_48.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
0227,0070,,SSAMLD2_2,Bird,01,2019,04,03,12,13,47,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/test,test_0070_SSAMLD2_2_Aves_01_2019_04_03_12_13_47.txt,Animal,Aves,Aves,Aves,Aves,test,train,train,train,train,train,train,train,train,val
0228,0071,,SSAMLD2_2,Bird,01,2019,04,03,12,13,52,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0071_SSAMLD2_2_Aves_01_2019_04_03_12_13_52.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
0229,0072,,SSAMLD2_2,Bird,01,2019,04,03,12,13,55,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/test,test_0072_SSAMLD2_2_Aves_01_2019_04_03_12_13_55.txt,Animal,Aves,Aves,Aves,Aves,test,train,train,train,train,train,train,train,train,val
0230,0073,,SSAMLD2_2,Bird,01,2019,04,03,12,14,04,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0073_SSAMLD2_2_Aves_01_2019_04_03_12_14_04.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,val,test,train,train,train
0231,0074,,SSAMLD2_2,Bird,01,2019,04,03,12,14,06,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0074_SSAMLD2_2_Aves_01_2019_04_03_12_14_06.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,val,test,train,train,train,train
0232,0075,,SSAMLD2_2,Bird,01,2019,04,03,12,14,08,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0075_SSAMLD2_2_Aves_01_2019_04_03_12_14_08.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
0233,0076,,SSAMLD2_2,Bird,01,2019,04,03,12,14,10,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0076_SSAMLD2_2_Aves_01_2019_04_03_12_14_10.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,val,test,train,train,train
0234,0077,,SSAMLD2_2,Bird,01,2019,04,07,10,19,42,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/val,val_0077_SSAMLD2_2_Aves_01_2019_04_07_10_19_42.txt,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
0235,0078,,SSAMLD2_2,Bird,01,2019,04,07,10,19,45,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0078_SSAMLD2_2_Aves_01_2019_04_07_10_19_45.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
0236,0079,,SSAMLD2_2,Bird,01,2019,04,13,11,29,56,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0079_SSAMLD2_2_Aves_01_2019_04_13_11_29_56.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,val,test,train,train,train,train
0237,0080,,SSAMLD2_2,Bird,01,2019,04,21,08,49,22,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0080_SSAMLD2_2_Aves_01_2019_04_21_08_49_22.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,val,test,train
0238,0081,,SSAMLD2_2,Bird,01,2019,04,27,07,11,39,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0081_SSAMLD2_2_Aves_01_2019_04_27_07_11_39.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,val,test,train,train
0239,0082,,SSAMLD2_2,Bird,01,2019,04,27,07,11,41,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0082_SSAMLD2_2_Aves_01_2019_04_27_07_11_41.txt,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
0240,0083,,SSAMLD2_2,Bird,01,2019,04,27,13,07,02,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/val,val_0083_SSAMLD2_2_Aves_01_2019_04_27_13_07_02.txt,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
0241,0084,,SSAMLD2_2,Bird,01,2019,04,29,10,20,41,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0084_SSAMLD2_2_Aves_01_2019_04_29_10_20_41.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
0242,0085,,SSAMLD2_2,Bird,01,2019,04,29,10,20,44,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/val,val_0085_SSAMLD2_2_Aves_01_2019_04_29_10_20_44.txt,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
0243,0086,,SSAMLD2_2,Bird,01,2019,05,08,13,33,05,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0086_SSAMLD2_2_Aves_01_2019_05_08_13_33_05.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,val,test,train,train
0244,0087,,SSAMLD2_2,Bird,01,2019,05,23,07,55,21,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0087_SSAMLD2_2_Aves_01_2019_05_23_07_55_21.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,val,test,train,train,train
0245,0088,,SSAMLD2_2,Bird,01,2019,05,23,07,55,23,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0088_SSAMLD2_2_Aves_01_2019_05_23_07_55_23.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,val,test,train,train
0246,0089,,SSAMLD2_2,Bird,01,2019,05,23,07,55,26,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0089_SSAMLD2_2_Aves_01_2019_05_23_07_55_26.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
0247,0090,,SSAMLD2_2,Bird,01,2019,05,24,16,14,12,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0090_SSAMLD2_2_Aves_01_2019_05_24_16_14_12.txt,Animal,Aves,Aves,Aves,Aves,train,train,val,test,train,train,train,train,train,train
0248,0091,,SSAMLD2_2,Bird,01,2019,05,24,16,14,20,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0091_SSAMLD2_2_Aves_01_2019_05_24_16_14_20.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,val,test,train
0249,0092,,SSAMLD2_2,Bird,01,2019,05,27,06,31,31,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/test,test_0092_SSAMLD2_2_Aves_01_2019_05_27_06_31_31.txt,Animal,Aves,Aves,Aves,Aves,test,train,train,train,train,train,train,train,train,val
0250,0093,,SSAMLD2_2,Bird,01,2019,05,27,06,31,33,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0093_SSAMLD2_2_Aves_01_2019_05_27_06_31_33.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,val,test,train
0251,0094,,SSAMLD2_2,Bird,01,2019,05,27,06,32,23,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0094_SSAMLD2_2_Aves_01_2019_05_27_06_32_23.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,val,test,train,train,train,train
0252,0095,,SSAMLD2_2,Bird,01,2019,05,27,06,33,32,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0095_SSAMLD2_2_Aves_01_2019_05_27_06_33_32.txt,Animal,Aves,Aves,Aves,Aves,train,train,val,test,train,train,train,train,train,train
0253,0096,,SSAMLD2_2,Bird,01,2019,05,30,07,15,49,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/test,test_0096_SSAMLD2_2_Aves_01_2019_05_30_07_15_49.txt,Animal,Aves,Aves,Aves,Aves,test,train,train,train,train,train,train,train,train,val
0254,0097,,SSAMLD2_2,Bird,01,2019,05,30,07,15,51,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/val,val_0097_SSAMLD2_2_Aves_01_2019_05_30_07_15_51.txt,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
0255,0098,,SSAMLD2_2,Bird,01,2019,06,01,09,28,38,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0098_SSAMLD2_2_Aves_01_2019_06_01_09_28_38.txt,Animal,Aves,Aves,Aves,Aves,train,train,val,test,train,train,train,train,train,train
0256,0099,,SSAMLD2_2,Bird,01,2019,06,01,09,28,41,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/test,test_0099_SSAMLD2_2_Aves_01_2019_06_01_09_28_41.txt,Animal,Aves,Aves,Aves,Aves,test,train,train,train,train,train,train,train,train,val
0257,0100,,SSAMLD2_2,Bird,01,2019,06,06,07,36,32,./data/raw/brazil_amld/SSAMLD2_2/Bird/01,labels_ssamld2_2_bird_01_20200830025206.zip,txt,bbox,Aves,01,./data/interim/brazil_amld/bbox/txt/train,train_0100_SSAMLD2_2_Aves_01_2019_06_06_07_36_32.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,val,test,train,train,train,train
