file_id,image_id,video_id,location,cam_trap,species,num_animal,year,month,day,hour,minute,second,file_path,file_name,file_type,data_type,species_new,num_animal_new,file_path_new,file_name_new,species_binary,genus,family,order,class,split1,split2,split3,split4,split5,split6,split7,split8,split9,split10,count,order_class
35,8.0,,brazilAMLD,SSAMLD2_2,Ghost,,2018.0,8.0,21.0,3.0,54.0,28.0,./data/raw/brazilAMLD/SSAMLD2_2/Ghost,2018 08 21 03 54 28.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0008_brazilAMLD_SSAMLD2_2_Ghost_01_2018_08_21_03_54_28.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,val,test,train,train,train,train,train,train,830,Ghost
36,9.0,,brazilAMLD,SSAMLD2_2,Ghost,,2019.0,1.0,11.0,2.0,48.0,12.0,./data/raw/brazilAMLD/SSAMLD2_2/Ghost,2019 01 11 02 48 12.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0009_brazilAMLD_SSAMLD2_2_Ghost_01_2019_01_11_02_48_12.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,val,test,train,train,train,train,train,train,train,830,Ghost
37,10.0,,brazilAMLD,SSAMLD2_2,Ghost,,2019.0,2.0,12.0,14.0,4.0,53.0,./data/raw/brazilAMLD/SSAMLD2_2/Ghost,2019 02 12 14 04 53.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0010_brazilAMLD_SSAMLD2_2_Ghost_01_2019_02_12_14_04_53.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,val,test,train,train,train,train,train,train,train,830,Ghost
38,11.0,,brazilAMLD,SSAMLD2_2,Ghost,,2019.0,2.0,26.0,0.0,17.0,59.0,./data/raw/brazilAMLD/SSAMLD2_2/Ghost,2019 02 26 00 17 59.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0011_brazilAMLD_SSAMLD2_2_Ghost_01_2019_02_26_00_17_59.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,val,test,train,train,train,train,train,train,830,Ghost
39,12.0,,brazilAMLD,SSAMLD2_2,Ghost,,2019.0,3.0,6.0,4.0,11.0,46.0,./data/raw/brazilAMLD/SSAMLD2_2/Ghost,2019 03 06 04 11 46.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0012_brazilAMLD_SSAMLD2_2_Ghost_01_2019_03_06_04_11_46.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,val,test,train,830,Ghost
40,13.0,,brazilAMLD,SSAMLD2_2,Ghost,,2019.0,3.0,6.0,4.0,11.0,48.0,./data/raw/brazilAMLD/SSAMLD2_2/Ghost,2019 03 06 04 11 48.JPG,jpg,image,Ghost,1,./data/interim/image/test,test_0013_brazilAMLD_SSAMLD2_2_Ghost_01_2019_03_06_04_11_48.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val,830,Ghost
41,14.0,,brazilAMLD,SSAMLD2_2,Ghost,,2019.0,3.0,21.0,20.0,22.0,13.0,./data/raw/brazilAMLD/SSAMLD2_2/Ghost,2019 03 21 20 22 13.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0014_brazilAMLD_SSAMLD2_2_Ghost_01_2019_03_21_20_22_13.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,val,test,train,train,train,830,Ghost
42,15.0,,brazilAMLD,SSAMLD2_2,Ghost,,2019.0,4.0,10.0,8.0,47.0,33.0,./data/raw/brazilAMLD/SSAMLD2_2/Ghost,2019 04 10 08 47 33.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0015_brazilAMLD_SSAMLD2_2_Ghost_01_2019_04_10_08_47_33.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,train,val,test,830,Ghost
43,16.0,,brazilAMLD,SSAMLD2_2,Ghost,,2019.0,4.0,21.0,8.0,49.0,27.0,./data/raw/brazilAMLD/SSAMLD2_2/Ghost,2019 04 21 08 49 27.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0016_brazilAMLD_SSAMLD2_2_Ghost_01_2019_04_21_08_49_27.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,val,test,train,train,train,train,train,830,Ghost
44,17.0,,brazilAMLD,SSAMLD2_2,Ghost,,2019.0,5.0,23.0,7.0,55.0,19.0,./data/raw/brazilAMLD/SSAMLD2_2/Ghost,2019 05 23 07 55 19.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0017_brazilAMLD_SSAMLD2_2_Ghost_01_2019_05_23_07_55_19.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,val,test,train,train,train,train,train,830,Ghost
45,18.0,,brazilAMLD,SSAMLD2_2,Ghost,,2019.0,6.0,1.0,9.0,28.0,43.0,./data/raw/brazilAMLD/SSAMLD2_2/Ghost,2019 06 01 09 28 43.JPG,jpg,image,Ghost,1,./data/interim/image/val,val_0018_brazilAMLD_SSAMLD2_2_Ghost_01_2019_06_01_09_28_43.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,val,test,train,train,train,train,train,train,train,train,830,Ghost
46,19.0,,brazilAMLD,SSAMLD2_2,Ghost,,2019.0,6.0,7.0,7.0,18.0,25.0,./data/raw/brazilAMLD/SSAMLD2_2/Ghost,2019 06 07 07 18 25.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0019_brazilAMLD_SSAMLD2_2_Ghost_01_2019_06_07_07_18_25.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,val,test,train,train,830,Ghost
47,20.0,,brazilAMLD,SSAMLD2_2,Ghost,,2019.0,6.0,23.0,19.0,6.0,3.0,./data/raw/brazilAMLD/SSAMLD2_2/Ghost,2019 06 23 19 06 03.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0020_brazilAMLD_SSAMLD2_2_Ghost_01_2019_06_23_19_06_03.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,val,test,train,train,train,train,830,Ghost
762,189.0,,brazilAMLD,CT08,Ghost,01,2018.0,12.0,21.0,22.0,30.0,56.0,./data/raw/brazilAMLD/CT08/Ghost/01,2018 12 21 22 30 56.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0189_brazilAMLD_CT08_Ghost_01_2018_12_21_22_30_56.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,val,test,train,train,train,train,train,train,train,830,Ghost
763,190.0,,brazilAMLD,CT08,Ghost,01,2018.0,12.0,21.0,22.0,31.0,14.0,./data/raw/brazilAMLD/CT08/Ghost/01,2018 12 21 22 31 14.JPG,jpg,image,Ghost,1,./data/interim/image/val,val_0190_brazilAMLD_CT08_Ghost_01_2018_12_21_22_31_14.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,val,test,train,train,train,train,train,train,train,train,830,Ghost
764,191.0,,brazilAMLD,CT08,Ghost,01,2018.0,12.0,30.0,6.0,20.0,4.0,./data/raw/brazilAMLD/CT08/Ghost/01,2018 12 30 06 20 04.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0191_brazilAMLD_CT08_Ghost_01_2018_12_30_06_20_04.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,train,val,test,830,Ghost
765,192.0,,brazilAMLD,CT08,Ghost,01,2019.0,1.0,1.0,16.0,49.0,0.0,./data/raw/brazilAMLD/CT08/Ghost/01,2019 01 01 16 49 00.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0192_brazilAMLD_CT08_Ghost_01_2019_01_01_16_49_00.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,val,test,train,train,train,830,Ghost
766,193.0,,brazilAMLD,CT08,Ghost,01,2019.0,1.0,3.0,8.0,15.0,32.0,./data/raw/brazilAMLD/CT08/Ghost/01,2019 01 03 08 15 32.JPG,jpg,image,Ghost,1,./data/interim/image/test,test_0193_brazilAMLD_CT08_Ghost_01_2019_01_03_08_15_32.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val,830,Ghost
767,194.0,,brazilAMLD,CT08,Ghost,01,2019.0,1.0,4.0,5.0,46.0,16.0,./data/raw/brazilAMLD/CT08/Ghost/01,2019 01 04 05 46 16.JPG,jpg,image,Ghost,1,./data/interim/image/val,val_0194_brazilAMLD_CT08_Ghost_01_2019_01_04_05_46_16.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,val,test,train,train,train,train,train,train,train,train,830,Ghost
768,195.0,,brazilAMLD,CT08,Ghost,01,2019.0,1.0,4.0,14.0,53.0,34.0,./data/raw/brazilAMLD/CT08/Ghost/01,2019 01 04 14 53 34.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0195_brazilAMLD_CT08_Ghost_01_2019_01_04_14_53_34.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,val,test,train,train,train,train,train,train,830,Ghost
769,196.0,,brazilAMLD,CT08,Ghost,01,2019.0,1.0,4.0,15.0,9.0,56.0,./data/raw/brazilAMLD/CT08/Ghost/01,2019 01 04 15 09 56.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0196_brazilAMLD_CT08_Ghost_01_2019_01_04_15_09_56.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,val,test,train,830,Ghost
770,197.0,,brazilAMLD,CT08,Ghost,01,2019.0,1.0,7.0,12.0,16.0,43.0,./data/raw/brazilAMLD/CT08/Ghost/01,2019 01 07 12 16 43.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0197_brazilAMLD_CT08_Ghost_01_2019_01_07_12_16_43.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,val,test,train,train,train,train,train,train,830,Ghost
771,198.0,,brazilAMLD,CT08,Ghost,01,2019.0,1.0,7.0,12.0,17.0,6.0,./data/raw/brazilAMLD/CT08/Ghost/01,2019 01 07 12 17 06.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0198_brazilAMLD_CT08_Ghost_01_2019_01_07_12_17_06.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,val,test,train,train,830,Ghost
772,199.0,,brazilAMLD,CT08,Ghost,01,2019.0,1.0,7.0,12.0,58.0,17.0,./data/raw/brazilAMLD/CT08/Ghost/01,2019 01 07 12 58 17.JPG,jpg,image,Ghost,1,./data/interim/image/test,test_0199_brazilAMLD_CT08_Ghost_01_2019_01_07_12_58_17.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val,830,Ghost
773,200.0,,brazilAMLD,CT08,Ghost,01,2019.0,1.0,21.0,2.0,33.0,40.0,./data/raw/brazilAMLD/CT08/Ghost/01,2019 01 21 02 33 40.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0200_brazilAMLD_CT08_Ghost_01_2019_01_21_02_33_40.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,val,test,train,train,train,train,830,Ghost
774,201.0,,brazilAMLD,CT08,Ghost,01,2019.0,1.0,21.0,2.0,35.0,18.0,./data/raw/brazilAMLD/CT08/Ghost/01,2019 01 21 02 35 18.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0201_brazilAMLD_CT08_Ghost_01_2019_01_21_02_35_18.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,val,test,train,train,train,train,train,train,train,830,Ghost
775,202.0,,brazilAMLD,CT08,Ghost,01,2019.0,1.0,22.0,9.0,3.0,5.0,./data/raw/brazilAMLD/CT08/Ghost/01,2019 01 22 09 03 05.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0202_brazilAMLD_CT08_Ghost_01_2019_01_22_09_03_05.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,val,test,train,train,train,train,train,830,Ghost
841,219.0,,brazilAMLD,CT06,Ghost,01,2018.0,9.0,29.0,9.0,27.0,51.0,./data/raw/brazilAMLD/CT06/Ghost/01,2018 09 29 09 27 51.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0219_brazilAMLD_CT06_Ghost_01_2018_09_29_09_27_51.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,train,val,test,830,Ghost
842,220.0,,brazilAMLD,CT06,Ghost,01,2018.0,10.0,18.0,6.0,46.0,29.0,./data/raw/brazilAMLD/CT06/Ghost/01,2018 10 18 06 46 29.JPG,jpg,image,Ghost,1,./data/interim/image/test,test_0220_brazilAMLD_CT06_Ghost_01_2018_10_18_06_46_29.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val,830,Ghost
843,221.0,,brazilAMLD,CT06,Ghost,01,2018.0,10.0,19.0,6.0,44.0,29.0,./data/raw/brazilAMLD/CT06/Ghost/01,2018 10 19 06 44 29.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0221_brazilAMLD_CT06_Ghost_01_2018_10_19_06_44_29.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,val,test,train,train,830,Ghost
844,222.0,,brazilAMLD,CT06,Ghost,01,2018.0,10.0,23.0,2.0,58.0,29.0,./data/raw/brazilAMLD/CT06/Ghost/01,2018 10 23 02 58 29.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0222_brazilAMLD_CT06_Ghost_01_2018_10_23_02_58_29.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,val,test,train,train,train,train,train,train,830,Ghost
845,223.0,,brazilAMLD,CT06,Ghost,01,2018.0,10.0,23.0,3.0,9.0,45.0,./data/raw/brazilAMLD/CT06/Ghost/01,2018 10 23 03 09 45.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0223_brazilAMLD_CT06_Ghost_01_2018_10_23_03_09_45.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,val,test,train,train,train,train,train,train,830,Ghost
846,224.0,,brazilAMLD,CT06,Ghost,01,2018.0,10.0,26.0,21.0,18.0,2.0,./data/raw/brazilAMLD/CT06/Ghost/01,2018 10 26 21 18 02.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0224_brazilAMLD_CT06_Ghost_01_2018_10_26_21_18_02.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,val,test,train,train,train,830,Ghost
847,225.0,,brazilAMLD,CT06,Ghost,01,2018.0,10.0,30.0,8.0,18.0,0.0,./data/raw/brazilAMLD/CT06/Ghost/01,2018 10 30 08 18 00.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0225_brazilAMLD_CT06_Ghost_01_2018_10_30_08_18_00.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,val,test,train,830,Ghost
848,226.0,,brazilAMLD,CT06,Ghost,01,2018.0,10.0,30.0,20.0,49.0,9.0,./data/raw/brazilAMLD/CT06/Ghost/01,2018 10 30 20 49 09.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0226_brazilAMLD_CT06_Ghost_01_2018_10_30_20_49_09.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,val,test,train,train,train,train,train,830,Ghost
849,227.0,,brazilAMLD,CT06,Ghost,01,2018.0,11.0,14.0,9.0,46.0,23.0,./data/raw/brazilAMLD/CT06/Ghost/01,2018 11 14 09 46 23.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0227_brazilAMLD_CT06_Ghost_01_2018_11_14_09_46_23.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,val,test,train,train,train,train,train,train,train,830,Ghost
850,228.0,,brazilAMLD,CT06,Ghost,01,2018.0,11.0,14.0,23.0,20.0,56.0,./data/raw/brazilAMLD/CT06/Ghost/01,2018 11 14 23 20 56.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0228_brazilAMLD_CT06_Ghost_01_2018_11_14_23_20_56.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,val,test,train,train,train,train,train,train,train,830,Ghost
851,229.0,,brazilAMLD,CT06,Ghost,01,2018.0,12.0,10.0,14.0,11.0,50.0,./data/raw/brazilAMLD/CT06/Ghost/01,2018 12 10 14 11 50.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0229_brazilAMLD_CT06_Ghost_01_2018_12_10_14_11_50.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,val,test,train,train,train,830,Ghost
852,230.0,,brazilAMLD,CT06,Ghost,01,2018.0,12.0,12.0,8.0,45.0,57.0,./data/raw/brazilAMLD/CT06/Ghost/01,2018 12 12 08 45 57.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0230_brazilAMLD_CT06_Ghost_01_2018_12_12_08_45_57.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,val,test,train,train,train,train,830,Ghost
853,231.0,,brazilAMLD,CT06,Ghost,01,2018.0,12.0,13.0,1.0,22.0,1.0,./data/raw/brazilAMLD/CT06/Ghost/01,2018 12 13 01 22 01.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0231_brazilAMLD_CT06_Ghost_01_2018_12_13_01_22_01.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,val,test,train,train,train,train,train,830,Ghost
854,232.0,,brazilAMLD,CT06,Ghost,01,2018.0,12.0,27.0,21.0,1.0,19.0,./data/raw/brazilAMLD/CT06/Ghost/01,2018 12 27 21 01 19.JPG,jpg,image,Ghost,1,./data/interim/image/val,val_0232_brazilAMLD_CT06_Ghost_01_2018_12_27_21_01_19.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,val,test,train,train,train,train,train,train,train,train,830,Ghost
855,233.0,,brazilAMLD,CT06,Ghost,01,2018.0,12.0,31.0,21.0,29.0,51.0,./data/raw/brazilAMLD/CT06/Ghost/01,2018 12 31 21 29 51.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0233_brazilAMLD_CT06_Ghost_01_2018_12_31_21_29_51.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,val,test,train,train,train,train,830,Ghost
856,234.0,,brazilAMLD,CT06,Ghost,01,2019.0,1.0,1.0,9.0,57.0,35.0,./data/raw/brazilAMLD/CT06/Ghost/01,2019 01 01 09 57 35.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0234_brazilAMLD_CT06_Ghost_01_2019_01_01_09_57_35.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,val,test,train,train,830,Ghost
1350,362.0,,brazilAMLD,CT01,Ghost,,2018.0,8.0,8.0,0.0,47.0,43.0,./data/raw/brazilAMLD/CT01/Ghost,2018 08 08 00 47 43.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0362_brazilAMLD_CT01_Ghost_01_2018_08_08_00_47_43.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,val,test,train,train,train,train,train,train,830,Ghost
1351,363.0,,brazilAMLD,CT01,Ghost,,2018.0,8.0,12.0,9.0,53.0,45.0,./data/raw/brazilAMLD/CT01/Ghost,2018 08 12 09 53 45.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0363_brazilAMLD_CT01_Ghost_01_2018_08_12_09_53_45.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,val,test,train,train,train,train,train,train,830,Ghost
1352,364.0,,brazilAMLD,CT01,Ghost,,2018.0,9.0,1.0,21.0,28.0,28.0,./data/raw/brazilAMLD/CT01/Ghost,2018 09 01 21 28 28.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0364_brazilAMLD_CT01_Ghost_01_2018_09_01_21_28_28.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,train,val,test,830,Ghost
1353,365.0,,brazilAMLD,CT01,Ghost,,2018.0,9.0,10.0,19.0,50.0,23.0,./data/raw/brazilAMLD/CT01/Ghost,2018 09 10 19 50 23.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0365_brazilAMLD_CT01_Ghost_01_2018_09_10_19_50_23.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,val,test,train,train,train,train,train,830,Ghost
1354,366.0,,brazilAMLD,CT01,Ghost,,2018.0,9.0,15.0,0.0,39.0,45.0,./data/raw/brazilAMLD/CT01/Ghost,2018 09 15 00 39 45.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0366_brazilAMLD_CT01_Ghost_01_2018_09_15_00_39_45.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,val,test,train,train,830,Ghost
1355,367.0,,brazilAMLD,CT01,Ghost,,2018.0,9.0,22.0,9.0,5.0,28.0,./data/raw/brazilAMLD/CT01/Ghost,2018 09 22 09 05 28.JPG,jpg,image,Ghost,1,./data/interim/image/val,val_0367_brazilAMLD_CT01_Ghost_01_2018_09_22_09_05_28.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,val,test,train,train,train,train,train,train,train,train,830,Ghost
1356,368.0,,brazilAMLD,CT01,Ghost,,2018.0,9.0,22.0,13.0,5.0,17.0,./data/raw/brazilAMLD/CT01/Ghost,2018 09 22 13 05 17.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0368_brazilAMLD_CT01_Ghost_01_2018_09_22_13_05_17.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,val,test,train,train,train,train,train,train,train,830,Ghost
1357,369.0,,brazilAMLD,CT01,Ghost,,2018.0,9.0,25.0,9.0,45.0,8.0,./data/raw/brazilAMLD/CT01/Ghost,2018 09 25 09 45 08.JPG,jpg,image,Ghost,1,./data/interim/image/test,test_0369_brazilAMLD_CT01_Ghost_01_2018_09_25_09_45_08.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val,830,Ghost
1358,370.0,,brazilAMLD,CT01,Ghost,,2018.0,9.0,25.0,9.0,52.0,52.0,./data/raw/brazilAMLD/CT01/Ghost,2018 09 25 09 52 52.JPG,jpg,image,Ghost,1,./data/interim/image/val,val_0370_brazilAMLD_CT01_Ghost_01_2018_09_25_09_52_52.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,val,test,train,train,train,train,train,train,train,train,830,Ghost
1359,371.0,,brazilAMLD,CT01,Ghost,,2018.0,9.0,25.0,10.0,15.0,38.0,./data/raw/brazilAMLD/CT01/Ghost,2018 09 25 10 15 38.JPG,jpg,image,Ghost,1,./data/interim/image/test,test_0371_brazilAMLD_CT01_Ghost_01_2018_09_25_10_15_38.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val,830,Ghost
1360,372.0,,brazilAMLD,CT01,Ghost,,2018.0,9.0,29.0,23.0,26.0,40.0,./data/raw/brazilAMLD/CT01/Ghost,2018 09 29 23 26 40.JPG,jpg,image,Ghost,1,./data/interim/image/test,test_0372_brazilAMLD_CT01_Ghost_01_2018_09_29_23_26_40.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val,830,Ghost
1361,373.0,,brazilAMLD,CT01,Ghost,,2018.0,9.0,29.0,23.0,27.0,21.0,./data/raw/brazilAMLD/CT01/Ghost,2018 09 29 23 27 21.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0373_brazilAMLD_CT01_Ghost_01_2018_09_29_23_27_21.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,train,val,test,830,Ghost
1362,374.0,,brazilAMLD,CT01,Ghost,,2018.0,9.0,29.0,23.0,38.0,38.0,./data/raw/brazilAMLD/CT01/Ghost,2018 09 29 23 38 38.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0374_brazilAMLD_CT01_Ghost_01_2018_09_29_23_38_38.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,val,test,train,train,train,train,train,830,Ghost
1363,375.0,,brazilAMLD,CT01,Ghost,,2018.0,9.0,30.0,9.0,32.0,59.0,./data/raw/brazilAMLD/CT01/Ghost,2018 09 30 09 32 59.JPG,jpg,image,Ghost,1,./data/interim/image/test,test_0375_brazilAMLD_CT01_Ghost_01_2018_09_30_09_32_59.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val,830,Ghost
1364,376.0,,brazilAMLD,CT01,Ghost,,2018.0,9.0,30.0,9.0,55.0,0.0,./data/raw/brazilAMLD/CT01/Ghost,2018 09 30 09 55 00.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0376_brazilAMLD_CT01_Ghost_01_2018_09_30_09_55_00.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,val,test,train,train,train,830,Ghost
1365,377.0,,brazilAMLD,CT01,Ghost,,2018.0,10.0,3.0,9.0,7.0,45.0,./data/raw/brazilAMLD/CT01/Ghost,2018 10 03 09 07 45.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0377_brazilAMLD_CT01_Ghost_01_2018_10_03_09_07_45.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,val,test,train,train,train,train,train,train,830,Ghost
1366,378.0,,brazilAMLD,CT01,Ghost,,2018.0,10.0,5.0,20.0,6.0,0.0,./data/raw/brazilAMLD/CT01/Ghost,2018 10 05 20 06 00.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0378_brazilAMLD_CT01_Ghost_01_2018_10_05_20_06_00.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,val,test,train,train,train,train,830,Ghost
1367,379.0,,brazilAMLD,CT01,Ghost,,2018.0,10.0,10.0,2.0,19.0,13.0,./data/raw/brazilAMLD/CT01/Ghost,2018 10 10 02 19 13.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0379_brazilAMLD_CT01_Ghost_01_2018_10_10_02_19_13.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,val,test,train,train,830,Ghost
1368,380.0,,brazilAMLD,CT01,Ghost,,2018.0,10.0,17.0,0.0,25.0,12.0,./data/raw/brazilAMLD/CT01/Ghost,2018 10 17 00 25 12.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0380_brazilAMLD_CT01_Ghost_01_2018_10_17_00_25_12.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,val,test,train,830,Ghost
1369,381.0,,brazilAMLD,CT01,Ghost,,2018.0,10.0,19.0,3.0,23.0,21.0,./data/raw/brazilAMLD/CT01/Ghost,2018 10 19 03 23 21.JPG,jpg,image,Ghost,1,./data/interim/image/val,val_0381_brazilAMLD_CT01_Ghost_01_2018_10_19_03_23_21.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,val,test,train,train,train,train,train,train,train,train,830,Ghost
1370,382.0,,brazilAMLD,CT01,Ghost,,2018.0,10.0,20.0,9.0,44.0,49.0,./data/raw/brazilAMLD/CT01/Ghost,2018 10 20 09 44 49.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0382_brazilAMLD_CT01_Ghost_01_2018_10_20_09_44_49.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,val,test,train,train,train,train,830,Ghost
1371,383.0,,brazilAMLD,CT01,Ghost,,2018.0,10.0,20.0,9.0,48.0,0.0,./data/raw/brazilAMLD/CT01/Ghost,2018 10 20 09 48 00.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0383_brazilAMLD_CT01_Ghost_01_2018_10_20_09_48_00.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,val,test,train,train,train,train,train,train,train,830,Ghost
