file_id,image_id,video_id,location,cam_trap,species,num_animal,year,month,day,hour,minute,second,file_path,file_name,file_type,data_type,species_new,num_animal_new,file_path_new,file_name_new,species_binary,genus,family,order,class,split1,split2,split3,split4,split5,split6,split7,split8,split9,split10
1713,725,,brazilAMLD,CT01,Ghost,,2019,1,8,10,24,30,./data/raw/brazilAMLD/CT01/Ghost,2019 01 08 10 24 30.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0725_brazilAMLD_CT01_Ghost_01_2019_01_08_10_24_30.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,val,test,train,train,train
1714,726,,brazilAMLD,CT01,Ghost,,2019,1,8,10,25,5,./data/raw/brazilAMLD/CT01/Ghost,2019 01 08 10 25 05.JPG,jpg,image,Ghost,1,./data/interim/image/test,test_0726_brazilAMLD_CT01_Ghost_01_2019_01_08_10_25_05.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val
1715,727,,brazilAMLD,CT01,Ghost,,2019,1,8,10,41,59,./data/raw/brazilAMLD/CT01/Ghost,2019 01 08 10 41 59.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0727_brazilAMLD_CT01_Ghost_01_2019_01_08_10_41_59.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,val,test,train
1716,728,,brazilAMLD,CT01,Ghost,,2019,1,9,10,27,16,./data/raw/brazilAMLD/CT01/Ghost,2019 01 09 10 27 16.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0728_brazilAMLD_CT01_Ghost_01_2019_01_09_10_27_16.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,val,test,train,train
1717,729,,brazilAMLD,CT01,Ghost,,2019,1,9,10,27,41,./data/raw/brazilAMLD/CT01/Ghost,2019 01 09 10 27 41.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_0729_brazilAMLD_CT01_Ghost_01_2019_01_09_10_27_41.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,val,test,train,train
1718,730,,brazilAMLD,CT01,Bird,2,2018,8,10,9,37,26,./data/raw/brazilAMLD/CT01/Bird/02,2018 08 10 09 37 26.JPG,jpg,image,Aves,2,./data/interim/image/train,train_0730_brazilAMLD_CT01_Aves_02_2018_08_10_09_37_26.jpg,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
1719,730,,brazilAMLD,CT01,Bird,2,2018,8,10,9,37,26,./data/raw/brazilAMLD/CT01/Bird/02,labels_ct01_bird_02_20200908011321.zip,txt,bbox,Aves,2,./data/interim/bbox/txt/train,train_0730_brazilAMLD_CT01_Aves_02_2018_08_10_09_37_26.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
1720,730,,brazilAMLD,CT01,Bird,2,2018,8,10,9,37,26,./data/raw/brazilAMLD/CT01/Bird/02,labels_ct01_bird_02_20200908011325.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_0730_brazilAMLD_CT01_Aves_02_2018_08_10_09_37_26.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
1721,730,,brazilAMLD,CT01,Bird,2,2018,8,10,9,37,26,./data/raw/brazilAMLD/CT01/Bird/02,labels_ct01_bird_02_20200908011327.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_0730_brazilAMLD_CT01_Aves_02_2018_08_10_09_37_26.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
1722,731,,brazilAMLD,CT01,Bird,1,2018,8,19,9,40,4,./data/raw/brazilAMLD/CT01/Bird/01,2018 08 19 09 40 04.JPG,jpg,image,Aves,1,./data/interim/image/train,train_0731_brazilAMLD_CT01_Aves_01_2018_08_19_09_40_04.jpg,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
1723,732,,brazilAMLD,CT01,Bird,1,2018,10,24,11,34,2,./data/raw/brazilAMLD/CT01/Bird/01,2018 10 24 11 34 02.JPG,jpg,image,Aves,1,./data/interim/image/train,train_0732_brazilAMLD_CT01_Aves_01_2018_10_24_11_34_02.jpg,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
1724,733,,brazilAMLD,CT01,Bird,1,2018,10,30,10,9,42,./data/raw/brazilAMLD/CT01/Bird/01,2018 10 30 10 09 42.JPG,jpg,image,Aves,1,./data/interim/image/train,train_0733_brazilAMLD_CT01_Aves_01_2018_10_30_10_09_42.jpg,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,val,test,train,train,train
1725,731,,brazilAMLD,CT01,Bird,1,2018,8,19,9,40,4,./data/raw/brazilAMLD/CT01/Bird/01,labels_ct01_bird_01_20200908010956.zip,txt,bbox,Aves,1,./data/interim/bbox/txt/train,train_0731_brazilAMLD_CT01_Aves_01_2018_08_19_09_40_04.txt,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
1726,732,,brazilAMLD,CT01,Bird,1,2018,10,24,11,34,2,./data/raw/brazilAMLD/CT01/Bird/01,labels_ct01_bird_01_20200908010956.zip,txt,bbox,Aves,1,./data/interim/bbox/txt/train,train_0732_brazilAMLD_CT01_Aves_01_2018_10_24_11_34_02.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
1727,733,,brazilAMLD,CT01,Bird,1,2018,10,30,10,9,42,./data/raw/brazilAMLD/CT01/Bird/01,labels_ct01_bird_01_20200908010956.zip,txt,bbox,Aves,1,./data/interim/bbox/txt/train,train_0733_brazilAMLD_CT01_Aves_01_2018_10_30_10_09_42.txt,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,val,test,train,train,train
1728,731,,brazilAMLD,CT01,Bird,1,2018,8,19,9,40,4,./data/raw/brazilAMLD/CT01/Bird/01,labels_ct01_bird_01_20200908011110.zip,xml,bbox,Aves,1,./data/interim/bbox/xml/train,train_0731_brazilAMLD_CT01_Aves_01_2018_08_19_09_40_04.xml,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
1729,732,,brazilAMLD,CT01,Bird,1,2018,10,24,11,34,2,./data/raw/brazilAMLD/CT01/Bird/01,labels_ct01_bird_01_20200908011110.zip,xml,bbox,Aves,1,./data/interim/bbox/xml/train,train_0732_brazilAMLD_CT01_Aves_01_2018_10_24_11_34_02.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
1730,733,,brazilAMLD,CT01,Bird,1,2018,10,30,10,9,42,./data/raw/brazilAMLD/CT01/Bird/01,labels_ct01_bird_01_20200908011110.zip,xml,bbox,Aves,1,./data/interim/bbox/xml/train,train_0733_brazilAMLD_CT01_Aves_01_2018_10_30_10_09_42.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,val,test,train,train,train
1731,731,,brazilAMLD,CT01,Bird,1,2018,8,19,9,40,4,./data/raw/brazilAMLD/CT01/Bird/01,labels_ct01_bird_01_20200908011113.csv,csv,bbox,Aves,1,./data/interim/bbox/csv/train,train_0731_brazilAMLD_CT01_Aves_01_2018_08_19_09_40_04.csv,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
1732,732,,brazilAMLD,CT01,Bird,1,2018,10,24,11,34,2,./data/raw/brazilAMLD/CT01/Bird/01,labels_ct01_bird_01_20200908011113.csv,csv,bbox,Aves,1,./data/interim/bbox/csv/train,train_0732_brazilAMLD_CT01_Aves_01_2018_10_24_11_34_02.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
1733,733,,brazilAMLD,CT01,Bird,1,2018,10,30,10,9,42,./data/raw/brazilAMLD/CT01/Bird/01,labels_ct01_bird_01_20200908011113.csv,csv,bbox,Aves,1,./data/interim/bbox/csv/train,train_0733_brazilAMLD_CT01_Aves_01_2018_10_30_10_09_42.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,val,test,train,train,train
1734,734,,brazilAMLD,CT01,LeptotilaRufaxilla,1,2018,9,10,15,40,56,./data/raw/brazilAMLD/CT01/LeptotilaRufaxilla/01,2018 09 10 15 40 56.JPG,jpg,image,LeptotilaRufaxilla,1,./data/interim/image/train,train_0734_brazilAMLD_CT01_LeptotilaRufaxilla_01_2018_09_10_15_40_56.jpg,Animal,Leptotila,Columbidae,Columbiformes,Aves,train,train,train,train,val,test,train,train,train,train
1735,735,,brazilAMLD,CT01,LeptotilaRufaxilla,1,2018,9,11,11,50,35,./data/raw/brazilAMLD/CT01/LeptotilaRufaxilla/01,2018 09 11 11 50 35.JPG,jpg,image,LeptotilaRufaxilla,1,./data/interim/image/test,test_0735_brazilAMLD_CT01_LeptotilaRufaxilla_01_2018_09_11_11_50_35.jpg,Animal,Leptotila,Columbidae,Columbiformes,Aves,test,train,train,train,train,train,train,train,train,val
1736,736,,brazilAMLD,CT01,LeptotilaRufaxilla,1,2018,10,30,6,49,10,./data/raw/brazilAMLD/CT01/LeptotilaRufaxilla/01,2018 10 30 06 49 10.JPG,jpg,image,LeptotilaRufaxilla,1,./data/interim/image/train,train_0736_brazilAMLD_CT01_LeptotilaRufaxilla_01_2018_10_30_06_49_10.jpg,Animal,Leptotila,Columbidae,Columbiformes,Aves,train,train,train,train,train,train,val,test,train,train
1737,734,,brazilAMLD,CT01,LeptotilaRufaxilla,1,2018,9,10,15,40,56,./data/raw/brazilAMLD/CT01/LeptotilaRufaxilla/01,labels_ct01_l_rufaxilla_01_20200908103135.zip,txt,bbox,LeptotilaRufaxilla,1,./data/interim/bbox/txt/train,train_0734_brazilAMLD_CT01_LeptotilaRufaxilla_01_2018_09_10_15_40_56.txt,Animal,Leptotila,Columbidae,Columbiformes,Aves,train,train,train,train,val,test,train,train,train,train
1738,735,,brazilAMLD,CT01,LeptotilaRufaxilla,1,2018,9,11,11,50,35,./data/raw/brazilAMLD/CT01/LeptotilaRufaxilla/01,labels_ct01_l_rufaxilla_01_20200908103135.zip,txt,bbox,LeptotilaRufaxilla,1,./data/interim/bbox/txt/test,test_0735_brazilAMLD_CT01_LeptotilaRufaxilla_01_2018_09_11_11_50_35.txt,Animal,Leptotila,Columbidae,Columbiformes,Aves,test,train,train,train,train,train,train,train,train,val
1739,736,,brazilAMLD,CT01,LeptotilaRufaxilla,1,2018,10,30,6,49,10,./data/raw/brazilAMLD/CT01/LeptotilaRufaxilla/01,labels_ct01_l_rufaxilla_01_20200908103135.zip,txt,bbox,LeptotilaRufaxilla,1,./data/interim/bbox/txt/train,train_0736_brazilAMLD_CT01_LeptotilaRufaxilla_01_2018_10_30_06_49_10.txt,Animal,Leptotila,Columbidae,Columbiformes,Aves,train,train,train,train,train,train,val,test,train,train
1740,734,,brazilAMLD,CT01,LeptotilaRufaxilla,1,2018,9,10,15,40,56,./data/raw/brazilAMLD/CT01/LeptotilaRufaxilla/01,labels_ct01_l_rufaxilla_01_20200908103138.zip,xml,bbox,LeptotilaRufaxilla,1,./data/interim/bbox/xml/train,train_0734_brazilAMLD_CT01_LeptotilaRufaxilla_01_2018_09_10_15_40_56.xml,Animal,Leptotila,Columbidae,Columbiformes,Aves,train,train,train,train,val,test,train,train,train,train
1741,735,,brazilAMLD,CT01,LeptotilaRufaxilla,1,2018,9,11,11,50,35,./data/raw/brazilAMLD/CT01/LeptotilaRufaxilla/01,labels_ct01_l_rufaxilla_01_20200908103138.zip,xml,bbox,LeptotilaRufaxilla,1,./data/interim/bbox/xml/test,test_0735_brazilAMLD_CT01_LeptotilaRufaxilla_01_2018_09_11_11_50_35.xml,Animal,Leptotila,Columbidae,Columbiformes,Aves,test,train,train,train,train,train,train,train,train,val
1742,736,,brazilAMLD,CT01,LeptotilaRufaxilla,1,2018,10,30,6,49,10,./data/raw/brazilAMLD/CT01/LeptotilaRufaxilla/01,labels_ct01_l_rufaxilla_01_20200908103138.zip,xml,bbox,LeptotilaRufaxilla,1,./data/interim/bbox/xml/train,train_0736_brazilAMLD_CT01_LeptotilaRufaxilla_01_2018_10_30_06_49_10.xml,Animal,Leptotila,Columbidae,Columbiformes,Aves,train,train,train,train,train,train,val,test,train,train
1743,734,,brazilAMLD,CT01,LeptotilaRufaxilla,1,2018,9,10,15,40,56,./data/raw/brazilAMLD/CT01/LeptotilaRufaxilla/01,labels_ct01_l_rufaxilla_01_20200908103141.csv,csv,bbox,LeptotilaRufaxilla,1,./data/interim/bbox/csv/train,train_0734_brazilAMLD_CT01_LeptotilaRufaxilla_01_2018_09_10_15_40_56.csv,Animal,Leptotila,Columbidae,Columbiformes,Aves,train,train,train,train,val,test,train,train,train,train
1744,735,,brazilAMLD,CT01,LeptotilaRufaxilla,1,2018,9,11,11,50,35,./data/raw/brazilAMLD/CT01/LeptotilaRufaxilla/01,labels_ct01_l_rufaxilla_01_20200908103141.csv,csv,bbox,LeptotilaRufaxilla,1,./data/interim/bbox/csv/test,test_0735_brazilAMLD_CT01_LeptotilaRufaxilla_01_2018_09_11_11_50_35.csv,Animal,Leptotila,Columbidae,Columbiformes,Aves,test,train,train,train,train,train,train,train,train,val
1745,736,,brazilAMLD,CT01,LeptotilaRufaxilla,1,2018,10,30,6,49,10,./data/raw/brazilAMLD/CT01/LeptotilaRufaxilla/01,labels_ct01_l_rufaxilla_01_20200908103141.csv,csv,bbox,LeptotilaRufaxilla,1,./data/interim/bbox/csv/train,train_0736_brazilAMLD_CT01_LeptotilaRufaxilla_01_2018_10_30_06_49_10.csv,Animal,Leptotila,Columbidae,Columbiformes,Aves,train,train,train,train,train,train,val,test,train,train
1746,737,,brazilAMLD,CT01,Unknown,1,2018,8,11,15,13,4,./data/raw/brazilAMLD/CT01/Unknown/01,2018 08 11 15 13 04.JPG,jpg,image,Unknown,1,./data/interim/image/test,test_0737_brazilAMLD_CT01_Unknown_01_2018_08_11_15_13_04.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,test,train,train,train,train,train,train,train,train,val
1747,738,,brazilAMLD,CT01,Unknown,1,2018,8,11,15,15,1,./data/raw/brazilAMLD/CT01/Unknown/01,2018 08 11 15 15 01.JPG,jpg,image,Unknown,1,./data/interim/image/train,train_0738_brazilAMLD_CT01_Unknown_01_2018_08_11_15_15_01.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,train,train,train,train,train,val,test,train,train,train
1748,739,,brazilAMLD,CT01,Unknown,1,2018,9,15,21,34,6,./data/raw/brazilAMLD/CT01/Unknown/01,2018 09 15 21 34 06.JPG,jpg,image,Unknown,1,./data/interim/image/val,val_0739_brazilAMLD_CT01_Unknown_01_2018_09_15_21_34_06.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,val,test,train,train,train,train,train,train,train,train
1749,740,,brazilAMLD,CT01,Unknown,1,2018,9,29,23,35,40,./data/raw/brazilAMLD/CT01/Unknown/01,2018 09 29 23 35 40.JPG,jpg,image,Unknown,1,./data/interim/image/train,train_0740_brazilAMLD_CT01_Unknown_01_2018_09_29_23_35_40.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,train,train,train,train,train,train,train,val,test,train
1750,741,,brazilAMLD,CT01,Unknown,1,2018,9,30,0,0,47,./data/raw/brazilAMLD/CT01/Unknown/01,2018 09 30 00 00 47.JPG,jpg,image,Unknown,1,./data/interim/image/train,train_0741_brazilAMLD_CT01_Unknown_01_2018_09_30_00_00_47.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,train,train,train,train,val,test,train,train,train,train
1751,742,,brazilAMLD,CT01,Unknown,1,2018,10,19,0,58,53,./data/raw/brazilAMLD/CT01/Unknown/01,2018 10 19 00 58 53.JPG,jpg,image,Unknown,1,./data/interim/image/train,train_0742_brazilAMLD_CT01_Unknown_01_2018_10_19_00_58_53.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,train,train,val,test,train,train,train,train,train,train
1752,743,,brazilAMLD,CT01,Unknown,1,2018,10,19,1,15,44,./data/raw/brazilAMLD/CT01/Unknown/01,2018 10 19 01 15 44.JPG,jpg,image,Unknown,1,./data/interim/image/train,train_0743_brazilAMLD_CT01_Unknown_01_2018_10_19_01_15_44.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,train,val,test,train,train,train,train,train,train,train
1753,744,,brazilAMLD,CT01,Unknown,1,2018,11,13,1,17,30,./data/raw/brazilAMLD/CT01/Unknown/01,2018 11 13 01 17 30.JPG,jpg,image,Unknown,1,./data/interim/image/train,train_0744_brazilAMLD_CT01_Unknown_01_2018_11_13_01_17_30.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,train,train,train,train,train,train,train,train,val,test
1754,745,,brazilAMLD,CT01,Unknown,1,2018,11,26,23,18,46,./data/raw/brazilAMLD/CT01/Unknown/01,2018 11 26 23 18 46.JPG,jpg,image,Unknown,1,./data/interim/image/train,train_0745_brazilAMLD_CT01_Unknown_01_2018_11_26_23_18_46.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,train,train,train,val,test,train,train,train,train,train
1755,746,,brazilAMLD,CT01,Unknown,1,2018,12,16,0,32,29,./data/raw/brazilAMLD/CT01/Unknown/01,2018 12 16 00 32 29.JPG,jpg,image,Unknown,1,./data/interim/image/test,test_0746_brazilAMLD_CT01_Unknown_01_2018_12_16_00_32_29.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,test,train,train,train,train,train,train,train,train,val
1756,747,,brazilAMLD,CT01,Unknown,1,2019,1,1,23,22,32,./data/raw/brazilAMLD/CT01/Unknown/01,2019 01 01 23 22 32.JPG,jpg,image,Unknown,1,./data/interim/image/val,val_0747_brazilAMLD_CT01_Unknown_01_2019_01_01_23_22_32.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,val,test,train,train,train,train,train,train,train,train
1757,748,,brazilAMLD,CT01,Unknown,1,2019,1,6,21,47,45,./data/raw/brazilAMLD/CT01/Unknown/01,2019 01 06 21 47 45.JPG,jpg,image,Unknown,1,./data/interim/image/train,train_0748_brazilAMLD_CT01_Unknown_01_2019_01_06_21_47_45.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,train,train,train,train,train,train,val,test,train,train
1758,749,,brazilAMLD,CT01,CerdocyonThous,1,2018,12,23,2,8,7,./data/raw/brazilAMLD/CT01/CerdocyonThous/01,2018 12 23 02 08 07.JPG,jpg,image,CerdocyonThous,1,./data/interim/image/train,train_0749_brazilAMLD_CT01_CerdocyonThous_01_2018_12_23_02_08_07.jpg,Animal,Cerdocyon,Canidae,Carnivora,Mammalia,train,train,train,train,train,train,val,test,train,train
1759,749,,brazilAMLD,CT01,CerdocyonThous,1,2018,12,23,2,8,7,./data/raw/brazilAMLD/CT01/CerdocyonThous/01,labels_ct01_c_thous_01_20200908095910.zip,txt,bbox,CerdocyonThous,1,./data/interim/bbox/txt/train,train_0749_brazilAMLD_CT01_CerdocyonThous_01_2018_12_23_02_08_07.txt,Animal,Cerdocyon,Canidae,Carnivora,Mammalia,train,train,train,train,train,train,val,test,train,train
1760,749,,brazilAMLD,CT01,CerdocyonThous,1,2018,12,23,2,8,7,./data/raw/brazilAMLD/CT01/CerdocyonThous/01,labels_ct01_c_thous_01_20200908095912.zip,xml,bbox,CerdocyonThous,1,./data/interim/bbox/xml/train,train_0749_brazilAMLD_CT01_CerdocyonThous_01_2018_12_23_02_08_07.xml,Animal,Cerdocyon,Canidae,Carnivora,Mammalia,train,train,train,train,train,train,val,test,train,train
1761,749,,brazilAMLD,CT01,CerdocyonThous,1,2018,12,23,2,8,7,./data/raw/brazilAMLD/CT01/CerdocyonThous/01,labels_ct01_c_thous_01_20200908095915.csv,csv,bbox,CerdocyonThous,1,./data/interim/bbox/csv/train,train_0749_brazilAMLD_CT01_CerdocyonThous_01_2018_12_23_02_08_07.csv,Animal,Cerdocyon,Canidae,Carnivora,Mammalia,train,train,train,train,train,train,val,test,train,train
1762,750,,brazilAMLD,CT01,Rodent,1,2018,9,4,20,45,22,./data/raw/brazilAMLD/CT01/Rodent/01,2018 09 04 20 45 22.JPG,jpg,image,Rodentia,1,./data/interim/image/val,val_0750_brazilAMLD_CT01_Rodentia_01_2018_09_04_20_45_22.jpg,Animal,Rodentia,Rodentia,Rodentia,Mammalia,val,test,train,train,train,train,train,train,train,train
1763,750,,brazilAMLD,CT01,Rodent,1,2018,9,4,20,45,22,./data/raw/brazilAMLD/CT01/Rodent/01,labels_ct01_rodent_01_20200908104102.zip,txt,bbox,Rodentia,1,./data/interim/bbox/txt/val,val_0750_brazilAMLD_CT01_Rodentia_01_2018_09_04_20_45_22.txt,Animal,Rodentia,Rodentia,Rodentia,Mammalia,val,test,train,train,train,train,train,train,train,train
1764,750,,brazilAMLD,CT01,Rodent,1,2018,9,4,20,45,22,./data/raw/brazilAMLD/CT01/Rodent/01,labels_ct01_rodent_01_20200908104104.zip,xml,bbox,Rodentia,1,./data/interim/bbox/xml/val,val_0750_brazilAMLD_CT01_Rodentia_01_2018_09_04_20_45_22.xml,Animal,Rodentia,Rodentia,Rodentia,Mammalia,val,test,train,train,train,train,train,train,train,train
1765,750,,brazilAMLD,CT01,Rodent,1,2018,9,4,20,45,22,./data/raw/brazilAMLD/CT01/Rodent/01,labels_ct01_rodent_01_20200908104107.csv,csv,bbox,Rodentia,1,./data/interim/bbox/csv/val,val_0750_brazilAMLD_CT01_Rodentia_01_2018_09_04_20_45_22.csv,Animal,Rodentia,Rodentia,Rodentia,Mammalia,val,test,train,train,train,train,train,train,train,train
1766,751,,brazilAMLD,CT01,Human,3,2018,8,6,15,3,7,./data/raw/brazilAMLD/CT01/Human/03,2018 08 06 15 03 07.JPG,jpg,image,Human,3,./data/interim/image/val,val_0751_brazilAMLD_CT01_Human_03_2018_08_06_15_03_07.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,val,test,train,train,train,train,train,train,train,train
1767,752,,brazilAMLD,CT01,Human,3,2018,8,11,15,16,4,./data/raw/brazilAMLD/CT01/Human/03,2018 08 11 15 16 04.JPG,jpg,image,Human,3,./data/interim/image/test,test_0752_brazilAMLD_CT01_Human_03_2018_08_11_15_16_04.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,test,train,train,train,train,train,train,train,train,val
1768,751,,brazilAMLD,CT01,Human,3,2018,8,6,15,3,7,./data/raw/brazilAMLD/CT01/Human/03,labels_ct01_human_03_20200908102103.zip,txt,bbox,Human,3,./data/interim/bbox/txt/val,val_0751_brazilAMLD_CT01_Human_03_2018_08_06_15_03_07.txt,Exclude,Exclude,Exclude,Exclude,Exclude,val,test,train,train,train,train,train,train,train,train
1769,752,,brazilAMLD,CT01,Human,3,2018,8,11,15,16,4,./data/raw/brazilAMLD/CT01/Human/03,labels_ct01_human_03_20200908102103.zip,txt,bbox,Human,3,./data/interim/bbox/txt/test,test_0752_brazilAMLD_CT01_Human_03_2018_08_11_15_16_04.txt,Exclude,Exclude,Exclude,Exclude,Exclude,test,train,train,train,train,train,train,train,train,val
1770,751,,brazilAMLD,CT01,Human,3,2018,8,6,15,3,7,./data/raw/brazilAMLD/CT01/Human/03,labels_ct01_human_03_20200908102105.zip,xml,bbox,Human,3,./data/interim/bbox/xml/val,val_0751_brazilAMLD_CT01_Human_03_2018_08_06_15_03_07.xml,Exclude,Exclude,Exclude,Exclude,Exclude,val,test,train,train,train,train,train,train,train,train
1771,752,,brazilAMLD,CT01,Human,3,2018,8,11,15,16,4,./data/raw/brazilAMLD/CT01/Human/03,labels_ct01_human_03_20200908102105.zip,xml,bbox,Human,3,./data/interim/bbox/xml/test,test_0752_brazilAMLD_CT01_Human_03_2018_08_11_15_16_04.xml,Exclude,Exclude,Exclude,Exclude,Exclude,test,train,train,train,train,train,train,train,train,val
1772,751,,brazilAMLD,CT01,Human,3,2018,8,6,15,3,7,./data/raw/brazilAMLD/CT01/Human/03,labels_ct01_human_03_20200908102108.csv,csv,bbox,Human,3,./data/interim/bbox/csv/val,val_0751_brazilAMLD_CT01_Human_03_2018_08_06_15_03_07.csv,Exclude,Exclude,Exclude,Exclude,Exclude,val,test,train,train,train,train,train,train,train,train
1773,752,,brazilAMLD,CT01,Human,3,2018,8,11,15,16,4,./data/raw/brazilAMLD/CT01/Human/03,labels_ct01_human_03_20200908102108.csv,csv,bbox,Human,3,./data/interim/bbox/csv/test,test_0752_brazilAMLD_CT01_Human_03_2018_08_11_15_16_04.csv,Exclude,Exclude,Exclude,Exclude,Exclude,test,train,train,train,train,train,train,train,train,val
1774,753,,brazilAMLD,CT01,Human,2,2018,8,6,15,4,1,./data/raw/brazilAMLD/CT01/Human/02,2018 08 06 15 04 01.JPG,jpg,image,Human,2,./data/interim/image/train,train_0753_brazilAMLD_CT01_Human_02_2018_08_06_15_04_01.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,train,train,val,test,train,train,train,train,train,train
1775,754,,brazilAMLD,CT01,Human,2,2018,8,11,15,3,0,./data/raw/brazilAMLD/CT01/Human/02,2018 08 11 15 03 00.JPG,jpg,image,Human,2,./data/interim/image/train,train_0754_brazilAMLD_CT01_Human_02_2018_08_11_15_03_00.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,train,val,test,train,train,train,train,train,train,train
1776,753,,brazilAMLD,CT01,Human,2,2018,8,6,15,4,1,./data/raw/brazilAMLD/CT01/Human/02,labels_ct01_human_02_20200908101635.zip,txt,bbox,Human,2,./data/interim/bbox/txt/train,train_0753_brazilAMLD_CT01_Human_02_2018_08_06_15_04_01.txt,Exclude,Exclude,Exclude,Exclude,Exclude,train,train,val,test,train,train,train,train,train,train
1777,754,,brazilAMLD,CT01,Human,2,2018,8,11,15,3,0,./data/raw/brazilAMLD/CT01/Human/02,labels_ct01_human_02_20200908101635.zip,txt,bbox,Human,2,./data/interim/bbox/txt/train,train_0754_brazilAMLD_CT01_Human_02_2018_08_11_15_03_00.txt,Exclude,Exclude,Exclude,Exclude,Exclude,train,val,test,train,train,train,train,train,train,train
1778,753,,brazilAMLD,CT01,Human,2,2018,8,6,15,4,1,./data/raw/brazilAMLD/CT01/Human/02,labels_ct01_human_02_20200908101638.zip,xml,bbox,Human,2,./data/interim/bbox/xml/train,train_0753_brazilAMLD_CT01_Human_02_2018_08_06_15_04_01.xml,Exclude,Exclude,Exclude,Exclude,Exclude,train,train,val,test,train,train,train,train,train,train
1779,754,,brazilAMLD,CT01,Human,2,2018,8,11,15,3,0,./data/raw/brazilAMLD/CT01/Human/02,labels_ct01_human_02_20200908101638.zip,xml,bbox,Human,2,./data/interim/bbox/xml/train,train_0754_brazilAMLD_CT01_Human_02_2018_08_11_15_03_00.xml,Exclude,Exclude,Exclude,Exclude,Exclude,train,val,test,train,train,train,train,train,train,train
1780,753,,brazilAMLD,CT01,Human,2,2018,8,6,15,4,1,./data/raw/brazilAMLD/CT01/Human/02,labels_ct01_human_02_20200908101640.csv,csv,bbox,Human,2,./data/interim/bbox/csv/train,train_0753_brazilAMLD_CT01_Human_02_2018_08_06_15_04_01.csv,Exclude,Exclude,Exclude,Exclude,Exclude,train,train,val,test,train,train,train,train,train,train
1781,754,,brazilAMLD,CT01,Human,2,2018,8,11,15,3,0,./data/raw/brazilAMLD/CT01/Human/02,labels_ct01_human_02_20200908101640.csv,csv,bbox,Human,2,./data/interim/bbox/csv/train,train_0754_brazilAMLD_CT01_Human_02_2018_08_11_15_03_00.csv,Exclude,Exclude,Exclude,Exclude,Exclude,train,val,test,train,train,train,train,train,train,train
1782,755,,brazilAMLD,CT01,Human,1,2018,8,11,15,14,35,./data/raw/brazilAMLD/CT01/Human/01,2018 08 11 15 14 35.JPG,jpg,image,Human,1,./data/interim/image/train,train_0755_brazilAMLD_CT01_Human_01_2018_08_11_15_14_35.jpg,Exclude,Exclude,Exclude,Exclude,Exclude,train,train,train,train,val,test,train,train,train,train
